127 artifact
144 artifact
460 twogalaxies
474 artifact
496 smallstamp
536 twogalaxies
591 smallstamp
640 artifact
1035 nogalaxy
1184 smallstamp
1236 artifact
1304 smallstamp
1323 artifact
1793 artifact
1941 offcenter
2100 artifact
2336 smallstamp
2501 other
2703 smallstamp
2713 smallstamp
2754 smallstamp
2862 artifact
3003 smallstamp
3085 twogalaxies
3149 nogalaxy
3156 offcenter
3260 nogalaxy
3304 artifact
3308 artifact
3673 smallstamp
3746 other
3747 smallstamp
3851 artifact
3857 other
4101 artifact
4571 artifact
4629 offcenter
4689 smallstamp
4763 smallstamp
4769 twogalaxies
4805 artifact
4811 twogalaxies
4840 twogalaxies
4865 other
5001 nogalaxy
5021 smallstamp
5142 artifact
5344 offcenter
5377 smallstamp
5381 offcenter
5594 artifact
5634 smallstamp
5689 smallstamp
5765 twogalaxies
5767 twogalaxies
5883 other
5974 twogalaxies
6200 nogalaxy
6297 artifact
6327 smallstamp
6462 smallstamp
6650 twogalaxies
6699 smallstamp
6720 twogalaxies
6849 smallstamp
6859 smallstamp
6884 twogalaxies
6898 smallstamp
7127 twogalaxies
7166 artifact
7274 smallstamp
7367 smallstamp
7424 offcenter
7431 offcenter
7571 twogalaxies
7577 twogalaxies
7589 smallstamp
7624 offcenter
7653 smallstamp
7671 smallstamp
7729 smallstamp
7773 artifact
7780 other
7890 other
7954 smallstamp
8000 smallstamp
8107 twogalaxies
8260 smallstamp
8352 smallstamp
8362 nogalaxy
8498 smallstamp
8524 other
8567 offcenter
8630 other
8666 artifact
8696 smallstamp
9072 artifact
9170 artifact
9233 twogalaxies
9476 twogalaxies
9668 artifact
9775 smallstamp
9905 smallstamp
10241 smallstamp
10247 twogalaxies
10414 artifact
10449 offcenter
10466 other
10503 artifact
10565 artifact
10581 twogalaxies
10610 smallstamp
10625 smallstamp
10711 smallstamp
10833 smallstamp
10909 artifact
10937 artifact
10944 twogalaxies
11068 offcenter
11075 artifact
11076 artifact
11149 smallstamp
11179 smallstamp
11199 smallstamp
11286 twogalaxies
11415 artifact
11638 twogalaxies
11669 artifact
11708 offcenter
11732 nogalaxy
11805 offcenter
12112 smallstamp
12235 other
12453 smallstamp
12521 twogalaxies
12549 artifact
12600 other
12741 other
12743 twogalaxies
12792 smallstamp
12888 artifact
13479 smallstamp
14021 offcenter
14063 twogalaxies
14064 nogalaxy
14111 nogalaxy
14263 smallstamp
14340 smallstamp
14422 smallstamp
14522 smallstamp
14579 artifact
14651 artifact
14660 twogalaxies
14667 twogalaxies
14674 smallstamp
14957 smallstamp
14992 artifact
15147 smallstamp
15174 smallstamp
15197 nogalaxy
15331 smallstamp
15393 smallstamp
15522 artifact
15545 smallstamp
15833 smallstamp
15960 artifact
16237 offcenter
16303 other
16340 twogalaxies
16362 nogalaxy
16481 smallstamp
16696 smallstamp
17031 artifact
17034 other
17046 twogalaxies
17129 smallstamp
17182 artifact
17281 twogalaxies
17399 twogalaxies
17418 smallstamp
17555 smallstamp
17584 other
17592 other
17722 smallstamp
17900 offcenter
18009 smallstamp
18040 offcenter
18334 smallstamp
18470 smallstamp
18514 smallstamp
18713 nogalaxy
18719 smallstamp
18820 artifact
18887 twogalaxies
18925 smallstamp
18982 other
19045 smallstamp
19197 twogalaxies
19228 artifact
19237 offcenter
19266 smallstamp
19788 twogalaxies
19821 other
19832 artifact
20215 smallstamp
20408 twogalaxies
20553 smallstamp
20689 other
20801 twogalaxies
20834 nogalaxy
20842 artifact
20899 smallstamp
20951 nogalaxy
21015 twogalaxies
21088 twogalaxies
21093 smallstamp
21111 artifact
21204 other
21211 smallstamp
21257 artifact
21378 smallstamp
21465 other
21501 smallstamp
21574 smallstamp
21599 smallstamp
21686 artifact
21784 twogalaxies
21857 other
21930 smallstamp
21936 offcenter
22041 offcenter
22084 artifact
22097 smallstamp
22104 artifact
22162 offcenter
22174 twogalaxies
22251 artifact
22317 twogalaxies
22332 twogalaxies
22392 offcenter
22466 other
22556 artifact
22573 offcenter
22606 smallstamp
22656 smallstamp
22658 offcenter
22710 twogalaxies
22977 artifact
23022 twogalaxies
23065 smallstamp
23147 twogalaxies
23375 twogalaxies
23525 smallstamp
23981 twogalaxies
23992 twogalaxies
24022 smallstamp
24238 nogalaxy
24294 smallstamp
24308 twogalaxies
24374 twogalaxies
24420 offcenter
24451 offcenter
24486 offcenter
24598 artifact
24814 other
24854 smallstamp
24867 offcenter
24880 twogalaxies
24943 smallstamp
25122 other
25343 artifact
25370 twogalaxies
25381 artifact
25668 twogalaxies
25726 smallstamp
25794 offcenter
25816 nogalaxy
25931 other
26076 smallstamp
26242 artifact
26354 artifact
26356 offcenter
26438 offcenter
26462 smallstamp
26467 artifact
26496 artifact
26507 artifact
26753 offcenter
27033 other
27387 smallstamp
27392 smallstamp
27497 smallstamp
27645 nogalaxy
27659 smallstamp
27787 nogalaxy
27839 twogalaxies
27967 smallstamp
28199 twogalaxies
28402 offcenter
28438 twogalaxies
28638 twogalaxies
28654 twogalaxies
28698 artifact
28764 other
28921 smallstamp
29007 artifact
29093 other
29124 offcenter
29288 twogalaxies
29387 artifact
29462 smallstamp
29535 artifact
29624 artifact
29765 smallstamp
29831 artifact
29848 twogalaxies
29982 nogalaxy
30050 nogalaxy
30294 nogalaxy
30362 nogalaxy
30563 twogalaxies
30594 smallstamp
30599 twogalaxies
30775 smallstamp
30777 smallstamp
30803 artifact
30868 smallstamp
30942 artifact
30955 smallstamp
31027 twogalaxies
31059 twogalaxies
31206 twogalaxies
31243 smallstamp
31326 twogalaxies
31355 twogalaxies
31462 artifact
31499 twogalaxies
31581 artifact
31647 twogalaxies
32260 offcenter
32261 other
32328 twogalaxies
32388 smallstamp
32509 twogalaxies
32748 twogalaxies
32827 smallstamp
32836 other
32907 offcenter
33243 twogalaxies
33280 smallstamp
33421 twogalaxies
33436 artifact
33443 other
33469 smallstamp
33633 smallstamp
33835 artifact
33944 artifact
33973 nogalaxy
34067 artifact
34106 smallstamp
34246 smallstamp
34290 other
34426 twogalaxies
34465 offcenter
34519 artifact
34541 smallstamp
34614 smallstamp
34652 smallstamp
34723 smallstamp
34844 smallstamp
34956 nogalaxy
34999 other
35194 offcenter
35336 smallstamp
35350 other
35376 twogalaxies
35590 smallstamp
35666 smallstamp
35722 twogalaxies
35803 artifact
35949 offcenter
35996 smallstamp
36036 smallstamp
36037 offcenter
36156 artifact
36398 twogalaxies
36441 artifact
36449 other
36693 artifact
36702 artifact
36969 offcenter
37129 smallstamp
37743 offcenter
37778 other
37973 other
38124 smallstamp
38136 nogalaxy
38188 nogalaxy
38190 nogalaxy
38204 artifact
38211 other
38214 twogalaxies
38335 smallstamp
38349 smallstamp
38425 offcenter
38661 smallstamp
38685 smallstamp
38694 smallstamp
38817 twogalaxies
38848 smallstamp
38894 smallstamp
38980 twogalaxies
38996 offcenter
39185 twogalaxies
39234 smallstamp
39254 artifact
39368 artifact
39370 smallstamp
39372 artifact
39416 twogalaxies
39577 smallstamp
39702 nogalaxy
39811 offcenter
39868 twogalaxies
40023 artifact
40120 offcenter
40121 artifact
40225 other
40303 offcenter
40582 nogalaxy
40586 twogalaxies
40664 artifact
40735 offcenter
40937 nogalaxy
41132 smallstamp
41344 other
41464 smallstamp
41521 twogalaxies
41551 smallstamp
41571 nogalaxy
41744 smallstamp
42324 twogalaxies
42351 smallstamp
42417 twogalaxies
42523 other
42575 smallstamp
42622 twogalaxies
42646 twogalaxies
42659 artifact
42791 artifact
42862 other
42868 offcenter
42962 smallstamp
42973 smallstamp
43045 artifact
43081 other
43229 smallstamp
43317 smallstamp
43420 artifact
43421 artifact
43497 smallstamp
43563 twogalaxies
43584 twogalaxies
43667 artifact
43904 artifact
43933 nogalaxy
44047 nogalaxy
44070 smallstamp
44092 artifact
44166 twogalaxies
44171 smallstamp
44608 offcenter
44819 artifact
44949 smallstamp
45118 twogalaxies
45201 artifact
45204 smallstamp
45274 artifact
45381 offcenter
45401 smallstamp
45479 twogalaxies
45480 artifact
45488 artifact
45756 twogalaxies
45948 twogalaxies
46039 smallstamp
46213 artifact
46330 artifact
46333 twogalaxies
46357 other
46410 artifact
46479 twogalaxies
46488 artifact
46542 twogalaxies
46585 twogalaxies
46730 smallstamp
46962 artifact
46970 smallstamp
47016 other
47081 offcenter
47184 smallstamp
47356 offcenter
47420 offcenter
47518 artifact
47574 smallstamp
47583 other
47735 twogalaxies
47770 smallstamp
48114 smallstamp
48158 twogalaxies
48171 smallstamp
48187 twogalaxies
48551 smallstamp
48620 offcenter
48734 twogalaxies
48735 other
48864 smallstamp
49251 artifact
49272 artifact
49343 nogalaxy
49359 twogalaxies
49386 twogalaxies
49548 twogalaxies
49561 twogalaxies
49592 twogalaxies
49599 twogalaxies
49675 twogalaxies
49753 smallstamp
49782 smallstamp
49995 smallstamp
50043 twogalaxies
50205 twogalaxies
50278 other
50338 artifact
50472 smallstamp
50474 nogalaxy
50742 offcenter
50826 smallstamp
51310 twogalaxies
51511 artifact
51589 other
51646 artifact
51661 other
51893 smallstamp
51948 nogalaxy
51970 artifact
52004 twogalaxies
52192 twogalaxies
52665 twogalaxies
52811 smallstamp
52813 smallstamp
52843 smallstamp
52867 smallstamp
52879 other
53020 smallstamp
53107 artifact
53140 twogalaxies
53141 twogalaxies
53435 artifact
53567 nogalaxy
53579 smallstamp
53622 offcenter
53760 smallstamp
53865 artifact
54345 smallstamp
54372 twogalaxies
54378 artifact
54381 other
54495 smallstamp
54578 other
54685 artifact
54853 smallstamp
54930 smallstamp
54973 artifact
54978 artifact
55017 smallstamp
55033 smallstamp
55043 smallstamp
55066 artifact
55089 artifact
55095 twogalaxies
55097 artifact
55106 offcenter
55189 artifact
55561 smallstamp
55578 artifact
55710 smallstamp
55711 smallstamp
55967 smallstamp
56014 smallstamp
56016 offcenter
56050 offcenter
56139 artifact
56361 smallstamp
56635 twogalaxies
56636 artifact
56650 twogalaxies
56939 smallstamp
57065 smallstamp
57078 offcenter
57101 artifact
57217 artifact
57329 smallstamp
57585 other
57787 smallstamp
57814 twogalaxies
57863 offcenter
57886 twogalaxies
58037 twogalaxies
58088 twogalaxies
58120 other
58177 smallstamp
58760 smallstamp
58900 offcenter
58983 twogalaxies
59037 twogalaxies
59073 artifact
59102 twogalaxies
59113 twogalaxies
59243 smallstamp
59263 smallstamp
59424 offcenter
59477 smallstamp
59499 offcenter
59567 artifact
59624 twogalaxies
59677 artifact
59749 artifact
60023 smallstamp
60026 twogalaxies
60031 smallstamp
60088 smallstamp
60217 artifact
60274 smallstamp
60338 smallstamp
60397 smallstamp
60483 twogalaxies
60535 smallstamp
60964 artifact
61091 twogalaxies
61206 twogalaxies
61312 other
61348 artifact
61362 artifact
61378 offcenter
61406 smallstamp
61446 artifact
61454 artifact
61483 smallstamp
61550 smallstamp
61701 nogalaxy
62028 smallstamp
62079 smallstamp
62289 artifact
62357 twogalaxies
62540 smallstamp
62642 smallstamp
62845 smallstamp
62994 twogalaxies
63278 offcenter
63324 twogalaxies
63338 twogalaxies
63342 twogalaxies
63437 smallstamp
63580 artifact
63631 smallstamp
63636 smallstamp
63666 offcenter
63894 smallstamp
63904 artifact
63909 twogalaxies
64004 smallstamp
64064 smallstamp
64101 artifact
64149 smallstamp
64224 offcenter
64254 offcenter
64279 twogalaxies
64286 artifact
64302 artifact
64409 other
64463 offcenter
64547 artifact
64875 twogalaxies
65307 twogalaxies
65359 nogalaxy
65363 artifact
65377 artifact
65408 artifact
65544 nogalaxy
65563 other
65664 smallstamp
65700 twogalaxies
65721 smallstamp
65782 smallstamp
66107 smallstamp
66277 artifact
66409 other
66566 smallstamp
66622 smallstamp
66870 nogalaxy
66989 offcenter
67082 artifact
67335 twogalaxies
67440 offcenter
67719 twogalaxies
67829 artifact
67998 nogalaxy
68132 twogalaxies
68220 twogalaxies
68222 nogalaxy
68245 smallstamp
68305 smallstamp
68318 twogalaxies
68322 artifact
68373 artifact
68396 smallstamp
68446 artifact
68470 offcenter
68648 nogalaxy
68658 artifact
68770 nogalaxy
68855 offcenter
68917 smallstamp
69011 twogalaxies
69065 artifact
69275 twogalaxies
69337 smallstamp
69414 other
69477 twogalaxies
69510 twogalaxies
70006 twogalaxies
70023 offcenter
70254 twogalaxies
70281 twogalaxies
70558 artifact
70608 twogalaxies
70626 artifact
70855 artifact
70917 offcenter
70998 smallstamp
71035 smallstamp
71102 offcenter
71327 twogalaxies
71548 twogalaxies
71628 smallstamp
71833 smallstamp
71850 twogalaxies
72150 smallstamp
72183 offcenter
72368 smallstamp
72402 offcenter
72454 twogalaxies
72467 twogalaxies
72644 twogalaxies
72692 artifact
72721 other
72744 other
72935 smallstamp
72966 smallstamp
73254 nogalaxy
73316 artifact
73333 smallstamp
73570 smallstamp
73831 artifact
73904 artifact
74059 other
74164 smallstamp
74384 smallstamp
74463 smallstamp
74497 twogalaxies
74679 artifact
74696 twogalaxies
74701 artifact
74718 artifact
74762 other
74903 offcenter
74928 other
75047 offcenter
75094 smallstamp
75103 smallstamp
75137 smallstamp
75739 artifact
75802 twogalaxies
75885 artifact
76140 smallstamp
76169 smallstamp
76182 artifact
76343 smallstamp
76363 twogalaxies
76419 smallstamp
76500 offcenter
76601 offcenter
76623 offcenter
76731 offcenter
76867 artifact
76967 twogalaxies
76984 nogalaxy
77008 twogalaxies
77088 twogalaxies
77299 twogalaxies
77403 artifact
77432 smallstamp
77482 smallstamp
77707 twogalaxies
77810 twogalaxies
77945 smallstamp
78023 twogalaxies
78150 smallstamp
78156 artifact
78187 other
78275 smallstamp
78711 smallstamp
78809 offcenter
78846 twogalaxies
78855 smallstamp
78941 other
78972 smallstamp
79160 smallstamp
79441 smallstamp
79481 twogalaxies
79592 artifact
79673 smallstamp
79804 twogalaxies
79807 smallstamp
79836 artifact
79924 smallstamp
79963 smallstamp
79965 twogalaxies
80046 offcenter
80047 other
80051 artifact
80086 artifact
80087 artifact
80149 nogalaxy
80301 smallstamp
80312 other
80318 twogalaxies
80426 smallstamp
80449 smallstamp
80480 other
80509 smallstamp
80526 twogalaxies
80557 smallstamp
80962 offcenter
80974 offcenter
81444 artifact
81651 other
81698 twogalaxies
81730 smallstamp
81859 smallstamp
81959 smallstamp
81980 offcenter
82054 artifact
82092 smallstamp
82169 artifact
82226 artifact
82282 artifact
82401 other
82530 artifact
82695 smallstamp
82696 nogalaxy
82702 smallstamp
82929 smallstamp
82932 artifact
83138 smallstamp
83371 artifact
83376 offcenter
83392 smallstamp
83443 twogalaxies
83579 twogalaxies
83638 offcenter
83654 smallstamp
83805 twogalaxies
83830 twogalaxies
83889 nogalaxy
83933 artifact
84175 smallstamp
84729 nogalaxy
84856 artifact
85054 artifact
85061 smallstamp
85067 artifact
85071 other
85093 twogalaxies
85118 offcenter
85161 artifact
85169 smallstamp
85343 smallstamp
85435 twogalaxies
85641 smallstamp
85786 nogalaxy
85871 twogalaxies
86024 other
86149 smallstamp
86340 smallstamp
86387 twogalaxies
86510 smallstamp
86541 smallstamp
86831 smallstamp
86837 smallstamp
87060 smallstamp
87086 smallstamp
87132 nogalaxy
87210 smallstamp
87356 nogalaxy
87475 twogalaxies
87513 offcenter
87931 twogalaxies
87939 offcenter
88059 artifact
88127 artifact
88300 smallstamp
88309 smallstamp
88451 artifact
88455 smallstamp
88554 offcenter
88734 offcenter
88838 nogalaxy
88956 smallstamp
89191 artifact
89247 artifact
89264 artifact
89380 smallstamp
89427 smallstamp
89438 smallstamp
89525 offcenter
89551 offcenter
89633 nogalaxy
89679 nogalaxy
89734 artifact
89796 offcenter
90299 smallstamp
90731 nogalaxy
90868 smallstamp
91039 other
91198 twogalaxies
91225 nogalaxy
91331 artifact
91709 twogalaxies
91758 offcenter
91771 twogalaxies
91898 nogalaxy
91918 artifact
91967 smallstamp
91985 twogalaxies
92018 artifact
92059 smallstamp
92207 twogalaxies
92262 offcenter
92321 twogalaxies
92457 artifact
92490 nogalaxy
92522 twogalaxies
92624 other
92755 twogalaxies
92871 twogalaxies
92876 artifact
93003 artifact
93089 twogalaxies
93219 smallstamp
93390 smallstamp
93402 smallstamp
93448 smallstamp
93735 smallstamp
93787 other
93987 smallstamp
94108 smallstamp
94460 twogalaxies
94479 artifact
94531 twogalaxies
94558 artifact
94613 smallstamp
94620 smallstamp
94797 offcenter
94816 twogalaxies
94945 smallstamp
95116 artifact
95132 smallstamp
95275 artifact
95309 twogalaxies
95444 twogalaxies
95455 smallstamp
95599 artifact
95666 nogalaxy
95674 smallstamp
95705 twogalaxies
95792 twogalaxies
95914 artifact
95926 smallstamp
95928 twogalaxies
95976 twogalaxies
95989 artifact
96007 smallstamp
96039 offcenter
96054 smallstamp
96076 smallstamp
96098 other
96209 smallstamp
96234 twogalaxies
96251 offcenter
96388 other
96524 artifact
96541 twogalaxies
96670 other
96811 other
96890 smallstamp
96963 offcenter
96981 other
96982 artifact
97028 smallstamp
97065 smallstamp
97084 twogalaxies
97157 smallstamp
97425 artifact
97433 smallstamp
97478 twogalaxies
97762 twogalaxies
97772 smallstamp
97924 nogalaxy
98025 artifact
98112 twogalaxies
98327 twogalaxies
98352 artifact
98370 smallstamp
98444 offcenter
98619 smallstamp
98624 other
98723 twogalaxies
98734 artifact
98785 nogalaxy
98825 smallstamp
98916 twogalaxies
98951 artifact
99080 other
99088 smallstamp
99140 artifact
99141 artifact
99164 smallstamp
99187 smallstamp
99276 other
99287 twogalaxies
99331 artifact
99341 offcenter
99354 artifact
99401 artifact
99629 other
99783 other
99852 artifact
100005 artifact
100067 artifact
100089 offcenter
100092 smallstamp
100139 smallstamp
100310 smallstamp
100417 offcenter
100450 smallstamp
100455 smallstamp
100481 artifact
100500 artifact
100702 twogalaxies
101071 other
101244 offcenter
101257 twogalaxies
101287 smallstamp
101360 other
101479 offcenter
101598 offcenter
101602 other
101759 smallstamp
101789 artifact
101959 other
101991 twogalaxies
102005 smallstamp
102190 artifact
102242 smallstamp
102330 offcenter
102373 offcenter
102391 other
102491 smallstamp
102498 offcenter
102621 offcenter
102626 twogalaxies
102640 smallstamp
102678 artifact
102687 offcenter
102697 artifact
102797 twogalaxies
102836 smallstamp
102916 smallstamp
102920 offcenter
102952 artifact
102955 offcenter
103090 smallstamp
103121 smallstamp
103150 smallstamp
103176 artifact
103208 smallstamp
103293 smallstamp
103415 smallstamp
103426 smallstamp
103494 artifact
103701 twogalaxies
103703 artifact
103773 twogalaxies
103794 twogalaxies
103822 twogalaxies
103886 nogalaxy
103928 offcenter
103937 smallstamp
103984 smallstamp
104071 offcenter
104101 smallstamp
104118 twogalaxies
104562 twogalaxies
104584 other
104615 artifact
104640 twogalaxies
104679 offcenter
104695 nogalaxy
104696 artifact
104776 artifact
104802 smallstamp
104812 twogalaxies
104824 twogalaxies
104959 smallstamp
104985 smallstamp
105015 artifact
105089 smallstamp
105214 twogalaxies
105402 artifact
105452 twogalaxies
105600 artifact
105654 nogalaxy
105736 nogalaxy
105868 artifact
105915 artifact
105948 offcenter
105958 artifact
105960 smallstamp
105966 artifact
106109 artifact
106193 other
106243 smallstamp
106282 artifact
106292 offcenter
106298 smallstamp
106332 smallstamp
106384 offcenter
106392 smallstamp
106408 twogalaxies
106421 smallstamp
106496 artifact
106809 twogalaxies
106818 other
106857 artifact
106860 artifact
106903 offcenter
106917 twogalaxies
106976 twogalaxies
106996 artifact
107000 offcenter
107178 offcenter
107183 smallstamp
107332 twogalaxies
107360 smallstamp
107535 artifact
107546 twogalaxies
107599 other
107637 smallstamp
107675 smallstamp
107707 twogalaxies
107814 smallstamp
107837 offcenter
107963 offcenter
108002 offcenter
108007 smallstamp
108047 smallstamp
108049 smallstamp
108474 artifact
108497 smallstamp
108503 smallstamp
108528 artifact
108661 artifact
108728 twogalaxies
108786 twogalaxies
108842 smallstamp
108977 smallstamp
109066 twogalaxies
109070 other
109157 artifact
109214 twogalaxies
109239 twogalaxies
109251 smallstamp
109263 smallstamp
109357 artifact
109389 other
109394 smallstamp
109536 artifact
109537 other
109544 smallstamp
109572 artifact
109699 offcenter
109829 artifact
109836 artifact
109846 twogalaxies
