cosmos_10_i1001041.png good
cosmos_10_i1002422.png good
cosmos_10_i1005043.png smallstamp
cosmos_10_i1005566.png good
cosmos_10_i100629.png good
cosmos_10_i10069.png good
cosmos_10_i100950.png good
cosmos_10_i1009793.png nogalaxy
cosmos_10_i10112.png good
cosmos_10_i101619.png good
cosmos_10_i101901.png good
cosmos_10_i102171.png good
cosmos_10_i102242.png smallstamp
cosmos_10_i1022760.png good
cosmos_10_i1023625.png nogalaxy
cosmos_10_i102390.png good
cosmos_10_i1026534.png nogalaxy
cosmos_10_i102756.png good
cosmos_10_i102789.png good
cosmos_10_i10297.png good
cosmos_10_i103182.png good
cosmos_10_i103282.png good
cosmos_10_i103320.png good
cosmos_10_i1033302.png smallstamp
cosmos_10_i1034766.png smallstamp
cosmos_10_i1034923.png good
cosmos_10_i1034951.png nogalaxy
cosmos_10_i1035525.png good
cosmos_10_i10382.png good
cosmos_10_i104056.png good
cosmos_10_i10419.png good
cosmos_10_i1042072.png good
cosmos_10_i104223.png good
cosmos_10_i10474.png good
cosmos_10_i104779.png good
cosmos_10_i1047925.png nogalaxy
cosmos_10_i105015.png artifact
cosmos_10_i105372.png good
cosmos_10_i105818.png good
cosmos_10_i105915.png artifact
cosmos_10_i1060387.png nogalaxy
cosmos_10_i10610.png smallstamp
cosmos_10_i1062503.png good
cosmos_10_i1064126.png nogalaxy
cosmos_10_i10645.png good
cosmos_10_i10651.png good
cosmos_10_i106583.png good
cosmos_10_i1068328.png good
cosmos_10_i1069529.png artifact
cosmos_10_i1074805.png offcenter
cosmos_10_i1075006.png good
cosmos_10_i107699.png good
cosmos_10_i108128.png good
cosmos_10_i108192.png good
cosmos_10_i1082899.png good
cosmos_10_i108396.png good
cosmos_10_i108704.png good
cosmos_10_i108836.png good
cosmos_10_i108842.png smallstamp
cosmos_10_i109085.png good
cosmos_10_i109253.png good
cosmos_10_i1093028.png good
cosmos_10_i1093376.png artifact
cosmos_10_i109881.png good
cosmos_10_i110083.png good
cosmos_10_i110172.png good
cosmos_10_i11029.png good
cosmos_10_i1105.png good
cosmos_10_i1106193.png good
cosmos_10_i110760.png good
cosmos_10_i110828.png good
cosmos_10_i1109547.png good
cosmos_10_i110988.png good
cosmos_10_i1112795.png good
cosmos_10_i111374.png good
cosmos_10_i111437.png good
cosmos_10_i111496.png good
cosmos_10_i112112.png good
cosmos_10_i112419.png good
cosmos_10_i1124552.png good
cosmos_10_i1127231.png good
cosmos_10_i112730.png good
cosmos_10_i112827.png good
cosmos_10_i1130993.png good
cosmos_10_i113170.png good
cosmos_10_i1131792.png good
cosmos_10_i113264.png good
cosmos_10_i1132817.png nogalaxy
cosmos_10_i113289.png good
cosmos_10_i113818.png good
cosmos_10_i1139275.png good
cosmos_10_i1147660.png good
cosmos_10_i1150387.png smallstamp
cosmos_10_i115134.png nogalaxy
cosmos_10_i115146.png good
cosmos_10_i11515.png good
cosmos_10_i115155.png twogalaxies
cosmos_10_i1151737.png good
cosmos_10_i115269.png good
cosmos_10_i1154516.png good
cosmos_10_i115695.png twogalaxies
cosmos_10_i1159210.png artifact
cosmos_10_i116467.png good
cosmos_10_i11651.png good
cosmos_10_i117162.png good
cosmos_10_i117182.png good
cosmos_10_i1172444.png good
cosmos_10_i117270.png good
cosmos_10_i117348.png twogalaxies
cosmos_10_i117357.png good
cosmos_10_i117641.png good
cosmos_10_i117809.png good
cosmos_10_i1179962.png smallstamp
cosmos_10_i1184078.png offcenter
cosmos_10_i118729.png good
cosmos_10_i1189031.png smallstamp
cosmos_10_i1189117.png good
cosmos_10_i1189654.png good
cosmos_10_i1191352.png good
cosmos_10_i119358.png good
cosmos_10_i119459.png good
cosmos_10_i1196083.png nogalaxy
cosmos_10_i119849.png good
cosmos_10_i119991.png good
cosmos_10_i1200988.png nogalaxy
cosmos_10_i120101.png good
cosmos_10_i1202190.png nogalaxy
cosmos_10_i1204667.png good
cosmos_10_i120473.png good
cosmos_10_i120805.png good
cosmos_10_i1208809.png good
cosmos_10_i1209430.png nogalaxy
cosmos_10_i121179.png good
cosmos_10_i1214742.png offcenter
cosmos_10_i1215035.png nogalaxy
cosmos_10_i121527.png smallstamp
cosmos_10_i1217059.png good
cosmos_10_i1218027.png good
cosmos_10_i1221470.png artifact
cosmos_10_i122201.png good
cosmos_10_i122378.png smallstamp
cosmos_10_i1224371.png artifact
cosmos_10_i1224631.png good
cosmos_10_i1224844.png good
cosmos_10_i122699.png good
cosmos_10_i1228959.png artifact
cosmos_10_i1233737.png smallstamp
cosmos_10_i123652.png good
cosmos_10_i124064.png good
cosmos_10_i124290.png good
cosmos_10_i1243848.png nogalaxy
cosmos_10_i124497.png good
cosmos_10_i1248823.png nogalaxy
cosmos_10_i1249257.png good
cosmos_10_i125081.png good
cosmos_10_i1253431.png good
cosmos_10_i125461.png artifact
cosmos_10_i125546.png good
cosmos_10_i125556.png good
cosmos_10_i125701.png good
cosmos_10_i1263944.png smallstamp
cosmos_10_i12644.png good
cosmos_10_i126469.png good
cosmos_10_i126852.png good
cosmos_10_i126890.png good
cosmos_10_i127070.png good
cosmos_10_i1271102.png good
cosmos_10_i127204.png good
cosmos_10_i127456.png good
cosmos_10_i1274810.png good
cosmos_10_i1276280.png good
cosmos_10_i127731.png good
cosmos_10_i1278181.png offcenter
cosmos_10_i1279374.png good
cosmos_10_i1279526.png artifact
cosmos_10_i1279594.png smallstamp
cosmos_10_i1279680.png offcenter
cosmos_10_i12798.png good
cosmos_10_i1281117.png good
cosmos_10_i1284286.png good
cosmos_10_i1284333.png good
cosmos_10_i12863.png good
cosmos_10_i128675.png good
cosmos_10_i1287281.png nogalaxy
cosmos_10_i128830.png good
cosmos_10_i129243.png good
cosmos_10_i129336.png good
cosmos_10_i1293633.png smallstamp
cosmos_10_i129533.png good
cosmos_10_i1297480.png good
cosmos_10_i1299572.png good
cosmos_10_i1300800.png good
cosmos_10_i130225.png good
cosmos_10_i130674.png good
cosmos_10_i130752.png good
cosmos_10_i131376.png good
cosmos_10_i1315480.png good
